,created_at,kind,userid,playlist.artwork_url,playlist.created_at,playlist.duration,playlist.id,playlist.kind,playlist.last_modified,playlist.likes_count,playlist.managed_by_feeds,playlist.permalink,playlist.permalink_url,playlist.public,playlist.reposts_count,playlist.secret_token,playlist.sharing,playlist.title,playlist.track_count,playlist.uri,playlist.user_id,playlist.set_type,playlist.is_album,playlist.published_at,playlist.release_date,playlist.display_date,playlist.user.avatar_url,playlist.user.first_name,playlist.user.followers_count,playlist.user.full_name,playlist.user.id,playlist.user.kind,playlist.user.last_modified,playlist.user.last_name,playlist.user.permalink,playlist.user.permalink_url,playlist.user.uri,playlist.user.urn,playlist.user.username,playlist.user.verified,playlist.user.city,playlist.user.country_code,playlist.user.badges.pro,playlist.user.badges.pro_unlimited,playlist.user.badges.verified,playlist.user.station_urn,playlist.user.station_permalink
13,2014-01-09T12:28:54Z,like,742,https://i1.sndcdn.com/artworks-000066779340-wbxeg2-large.jpg,2014-01-01T17:16:23Z,329643,18777654,playlist,2015-10-13T14:44:15Z,118,False,rat-life-1,https://soundcloud.com/uncanny-valley-dresden/sets/rat-life-1,True,14,,public,Rat Life 1,2,https://api.soundcloud.com/playlists/18777654,1144342,,False,,2014-01-31T00:00:00Z,2014-01-01T17:16:23Z,https://i1.sndcdn.com/avatars-000726943093-fx6uof-large.jpg,Records,23139,Records,1144342,user,2022-02-22T06:46:36Z,,uncanny-valley-dresden,https://soundcloud.com/uncanny-valley-dresden,https://api.soundcloud.com/users/1144342,soundcloud:users:1144342,Uncanny Valley,True,Dresden,DE,False,True,True,soundcloud:system-playlists:artist-stations:1144342,artist-stations:1144342
14,2019-08-28T13:00:55Z,like,744,,2019-06-18T15:49:35Z,11329945,806868306,playlist,2019-11-17T14:46:32Z,249,False,jon-sa-trinxa-2019-mix-summer,https://soundcloud.com/jon-sa-trinxa/sets/jon-sa-trinxa-2019-mix-summer,True,18,,public,Jon Sa Trinxa 2019 Mix .,3,https://api.soundcloud.com/playlists/806868306,285022,,False,2019-06-18T15:49:35Z,,2019-06-18T15:49:35Z,https://i1.sndcdn.com/avatars-nWxvPx6WYUtodBVA-Zk16vg-large.jpg,,15504,,285022,user,2021-07-10T03:33:00Z,,jon-sa-trinxa,https://soundcloud.com/jon-sa-trinxa,https://api.soundcloud.com/users/285022,soundcloud:users:285022,Jon Sa Trinxa,False,,TH,False,True,False,soundcloud:system-playlists:artist-stations:285022,artist-stations:285022
15,2014-07-01T00:58:55Z,like,744,https://i1.sndcdn.com/artworks-000079411101-afr6ot-large.jpg,2014-05-14T11:31:34Z,647399,34862872,playlist,2014-06-23T10:26:36Z,226,False,pizeta-remedios-1,https://soundcloud.com/kling-klong-records/sets/pizeta-remedios-1,True,50,,public,Pizeta - Remedios,3,https://api.soundcloud.com/playlists/34862872,545646,ep,True,,,2014-05-14T11:31:34Z,https://i1.sndcdn.com/avatars-000025263719-dcwhoj-large.jpg,Kling,42808,Kling Klong,545646,user,2020-11-22T13:52:56Z,Klong,kling-klong-records,https://soundcloud.com/kling-klong-records,https://api.soundcloud.com/users/545646,soundcloud:users:545646,Kling Klong Records,True,Berlin/Augsburg,DE,False,False,True,soundcloud:system-playlists:artist-stations:545646,artist-stations:545646
16,2014-12-22T12:31:05Z,like,747,https://i1.sndcdn.com/artworks-000129774920-6eynsz-large.jpg,2014-06-26T17:08:55Z,173293440,41532343,playlist,2021-11-09T14:49:52Z,115,False,mixtapes,https://soundcloud.com/musumeci/sets/mixtapes,True,31,,public,Mixtapes,43,https://api.soundcloud.com/playlists/41532343,280055,,False,,,2014-06-26T17:08:55Z,https://i1.sndcdn.com/avatars-RtSd18woDjzPMgXJ-vwjInw-large.jpg,,19138,,280055,user,2021-09-20T21:12:19Z,,musumeci,https://soundcloud.com/musumeci,https://api.soundcloud.com/users/280055,soundcloud:users:280055,Musumeci,True,Scicli,IT,False,True,True,soundcloud:system-playlists:artist-stations:280055,artist-stations:280055
17,2014-12-22T12:31:00Z,like,747,https://i1.sndcdn.com/artworks-000079019610-f81ufd-large.jpg,2014-05-10T13:41:58Z,1637425,34281198,playlist,2015-10-13T14:52:04Z,474,False,the-gemini-project,https://soundcloud.com/musumeci/sets/the-gemini-project,True,107,,public,The Gemini Project,7,https://api.soundcloud.com/playlists/34281198,280055,ep,True,,2014-09-01T00:00:00Z,2014-05-10T13:41:58Z,https://i1.sndcdn.com/avatars-RtSd18woDjzPMgXJ-vwjInw-large.jpg,,19138,,280055,user,2021-09-20T21:12:19Z,,musumeci,https://soundcloud.com/musumeci,https://api.soundcloud.com/users/280055,soundcloud:users:280055,Musumeci,True,Scicli,IT,False,True,True,soundcloud:system-playlists:artist-stations:280055,artist-stations:280055
18,2016-07-12T23:57:21Z,like,748,https://i1.sndcdn.com/artworks-000171130280-7ay1wh-large.jpg,2016-07-12T13:40:10Z,534094,240723679,playlist,2016-07-25T12:45:06Z,31,False,andrea-arcangeli-sogno-ep-out,https://soundcloud.com/click-records-amsterdam/sets/andrea-arcangeli-sogno-ep-out,True,11,,public,Andrea Arcangeli - Sogno EP,2,https://api.soundcloud.com/playlists/240723679,77248624,,False,2016-07-12T13:40:10Z,2016-07-11T00:00:00Z,2016-07-12T13:40:10Z,https://i1.sndcdn.com/avatars-zzZJIBnkktk0EAJd-nDZNdg-large.jpg,Amsterdam based record label,37116,Amsterdam based record label,77248624,user,2022-02-18T09:23:14Z,,click-records-amsterdam,https://soundcloud.com/click-records-amsterdam,https://api.soundcloud.com/users/77248624,soundcloud:users:77248624,Click Records,False,Amsterdam,NL,False,True,False,soundcloud:system-playlists:artist-stations:77248624,artist-stations:77248624
19,2013-12-14T09:02:56Z,like,750,,2013-11-28T20:35:46Z,4850911,15813996,playlist,2013-12-06T15:20:53Z,221,False,kevin-saunderson-my-story,https://soundcloud.com/kevinsaunderson/sets/kevin-saunderson-my-story,True,40,,public,Kevin Saunderson - My Story,12,https://api.soundcloud.com/playlists/15813996,3230791,,False,,,2013-11-28T20:35:46Z,https://i1.sndcdn.com/avatars-000573297525-zdjkq1-large.jpg,Kevin,50254,Kevin Saunderson,3230791,user,2021-09-16T02:36:11Z,Saunderson,kevinsaunderson,https://soundcloud.com/kevinsaunderson,https://api.soundcloud.com/users/3230791,soundcloud:users:3230791,Kevin Saunderson,True,Detroit,US,False,True,True,soundcloud:system-playlists:artist-stations:3230791,artist-stations:3230791
20,2015-05-28T19:02:33Z,like,752,https://i1.sndcdn.com/artworks-000016845465-46zkdx-large.jpg,2010-05-18T17:24:16Z,15275754,176896,playlist,2019-12-23T16:23:02Z,1904,False,dfp-remixes,https://soundcloud.com/dfp/sets/dfp-remixes,True,281,,public,DFP Remixes (Check Playlist for #FreeDL),46,https://api.soundcloud.com/playlists/176896,901,,False,,,2010-05-18T17:24:16Z,https://i1.sndcdn.com/avatars-000746502484-n7yxht-large.jpg,Dimitri From Paris,185666,Dimitri From Paris,901,user,2020-11-19T16:30:14Z,,dfp,https://soundcloud.com/dfp,https://api.soundcloud.com/users/901,soundcloud:users:901,Dimitri from Paris,True,Paris,FR,False,True,True,soundcloud:system-playlists:artist-stations:901,artist-stations:901
21,2014-06-25T22:48:18Z,like,752,https://i1.sndcdn.com/artworks-000072096346-740ji5-large.jpg,2014-02-27T12:49:59Z,982399,24905551,playlist,2015-10-13T14:47:31Z,544,False,hot-stuff,https://soundcloud.com/fkalways/sets/hot-stuff,True,119,,public,Donna Summer - Hot Stuff (Frankie Knuckles & Eric Kupper's Director's Cut Mixes),0,https://api.soundcloud.com/playlists/24905551,894012,,False,,2013-10-22T00:00:00Z,2014-02-27T12:49:59Z,https://i1.sndcdn.com/avatars-000070770897-q6lwgc-large.jpg,Frankie ,37926,Frankie  Knuckles,894012,user,2015-10-19T14:17:31Z,Knuckles,fkalways,https://soundcloud.com/fkalways,https://api.soundcloud.com/users/894012,soundcloud:users:894012,FKAlways!,False,Chicago,US,False,False,False,soundcloud:system-playlists:artist-stations:894012,artist-stations:894012
22,2014-06-25T22:48:12Z,like,752,https://i1.sndcdn.com/artworks-000072863214-a7klvx-large.jpg,2014-02-27T12:52:12Z,834115,24905733,playlist,2015-10-13T14:47:31Z,258,False,dreams-directors-cut-remixes,https://soundcloud.com/fkalways/sets/dreams-directors-cut-remixes,True,52,,public,Vintage Lounge Orchestra - Dreams (Director's Cut Remixes),1,https://api.soundcloud.com/playlists/24905733,894012,,False,,2013-12-17T00:00:00Z,2014-02-27T12:52:12Z,https://i1.sndcdn.com/avatars-000070770897-q6lwgc-large.jpg,Frankie ,37926,Frankie  Knuckles,894012,user,2015-10-19T14:17:31Z,Knuckles,fkalways,https://soundcloud.com/fkalways,https://api.soundcloud.com/users/894012,soundcloud:users:894012,FKAlways!,False,Chicago,US,False,False,False,soundcloud:system-playlists:artist-stations:894012,artist-stations:894012
23,2014-06-25T22:47:57Z,like,752,,2014-02-26T08:43:06Z,4434883,24768170,playlist,2014-02-26T08:46:17Z,505,False,selected-remixes-frankie,https://soundcloud.com/fkalways/sets/selected-remixes-frankie,True,119,,public,SELECTED REMIXES - Frankie Knuckles & Director's Cut,11,https://api.soundcloud.com/playlists/24768170,894012,,False,,,2014-02-26T08:43:06Z,https://i1.sndcdn.com/avatars-000070770897-q6lwgc-large.jpg,Frankie ,37926,Frankie  Knuckles,894012,user,2015-10-19T14:17:31Z,Knuckles,fkalways,https://soundcloud.com/fkalways,https://api.soundcloud.com/users/894012,soundcloud:users:894012,FKAlways!,False,Chicago,US,False,False,False,soundcloud:system-playlists:artist-stations:894012,artist-stations:894012
24,2014-06-25T22:47:56Z,like,752,,2014-02-26T08:48:42Z,30487565,24768472,playlist,2014-02-26T09:01:52Z,1279,False,dj-mixes-frankie-knuckles,https://soundcloud.com/fkalways/sets/dj-mixes-frankie-knuckles,True,287,,public,DJ MIXES - Frankie Knuckles,4,https://api.soundcloud.com/playlists/24768472,894012,,False,,,2014-02-26T08:48:42Z,https://i1.sndcdn.com/avatars-000070770897-q6lwgc-large.jpg,Frankie ,37926,Frankie  Knuckles,894012,user,2015-10-19T14:17:31Z,Knuckles,fkalways,https://soundcloud.com/fkalways,https://api.soundcloud.com/users/894012,soundcloud:users:894012,FKAlways!,False,Chicago,US,False,False,False,soundcloud:system-playlists:artist-stations:894012,artist-stations:894012
25,2019-10-09T10:42:54Z,like,757,https://i1.sndcdn.com/artworks-000609390301-h5wmr2-large.jpg,2019-10-08T11:09:00Z,4329040,889250524,playlist,2019-10-25T08:19:58Z,22,False,irc145,https://soundcloud.com/ibadan/sets/irc145,True,4,,public,IRC145 - Ibadan ADE 2019 Sampler (Compilation),12,https://api.soundcloud.com/playlists/889250524,757,compilation,True,2019-10-08T11:09:00Z,2019-10-11T00:00:00Z,2019-10-08T11:09:00Z,https://i1.sndcdn.com/avatars-uHDTIITy5kbBpzru-p8HtkQ-large.jpg,,22213,,757,user,2022-02-10T17:19:45Z,,ibadan,https://soundcloud.com/ibadan,https://api.soundcloud.com/users/757,soundcloud:users:757,Ibadan Records,True,New York City,DE,False,True,True,soundcloud:system-playlists:artist-stations:757,artist-stations:757
26,2018-12-15T14:53:57Z,like,757,https://i1.sndcdn.com/artworks-000458893386-kgrf70-large.jpg,2018-12-15T14:31:57Z,3713199,664664256,playlist,2019-06-14T12:51:09Z,26,False,irc141-pan-african-electro-vol-3-compilation,https://soundcloud.com/ibadan/sets/irc141-pan-african-electro-vol-3-compilation,True,0,,public,IRC141 Pan-African Electro Vol. 3 (Compilation),10,https://api.soundcloud.com/playlists/664664256,757,,False,2018-12-15T14:31:57Z,2018-12-21T00:00:00Z,2018-12-15T14:31:57Z,https://i1.sndcdn.com/avatars-uHDTIITy5kbBpzru-p8HtkQ-large.jpg,,22213,,757,user,2022-02-10T17:19:45Z,,ibadan,https://soundcloud.com/ibadan,https://api.soundcloud.com/users/757,soundcloud:users:757,Ibadan Records,True,New York City,DE,False,True,True,soundcloud:system-playlists:artist-stations:757,artist-stations:757
27,2017-09-13T09:09:27Z,like,757,https://i1.sndcdn.com/artworks-2WVofpnlb0GIu32I-4l7mng-large.jpg,2016-08-29T13:16:04Z,663531493,254612974,playlist,2021-11-11T12:07:53Z,82,False,sound-of-berlin,https://soundcloud.com/fluxfm/sets/sound-of-berlin,True,12,,public,Focus On | Sound Of Berlin @ FluxMusic,178,https://api.soundcloud.com/playlists/254612974,16301661,,False,2016-08-29T13:16:04Z,,2016-08-29T13:16:04Z,https://i1.sndcdn.com/avatars-000014613792-u09xl0-large.jpg,FluxFM,9539,FluxFM Die Alternative im Radio,16301661,user,2020-10-06T13:29:00Z,Die Alternative im Radio,fluxfm,https://soundcloud.com/fluxfm,https://api.soundcloud.com/users/16301661,soundcloud:users:16301661,FluxFM,False,Berlin,DE,False,True,False,soundcloud:system-playlists:artist-stations:16301661,artist-stations:16301661
28,2016-12-01T15:12:24Z,like,757,https://i1.sndcdn.com/artworks-000192476176-yr137y-large.jpg,2016-11-07T15:29:01Z,33383328,273674708,playlist,2016-11-07T15:32:20Z,1,False,human-art-agency-showreel,https://soundcloud.com/humanartagency/sets/human-art-agency-showreel,True,0,,public,HUMAN ART AGENCY SHOWREEL,7,https://api.soundcloud.com/playlists/273674708,246143622,,False,2016-11-07T15:29:01Z,,2016-11-07T15:29:01Z,https://i1.sndcdn.com/avatars-000248691399-ozq833-large.jpg,,12,,246143622,user,2016-08-25T05:55:39Z,,humanartagency,https://soundcloud.com/humanartagency,https://api.soundcloud.com/users/246143622,soundcloud:users:246143622,Human Art Agency,False,Berlin,DE,False,False,False,soundcloud:system-playlists:artist-stations:246143622,artist-stations:246143622
29,2016-10-12T07:50:49Z,like,757,https://i1.sndcdn.com/artworks-Zzzt2L1w8PJ31hAc-oNnMAg-large.jpg,2016-09-28T12:20:13Z,116261009,262954916,playlist,2021-12-03T21:07:43Z,3,False,music,https://soundcloud.com/jannetavi/sets/music,True,0,,public,Janne Tavi - DJ Mixes  🎧,21,https://api.soundcloud.com/playlists/262954916,76133914,,False,2016-09-28T12:20:13Z,,2016-09-28T12:20:13Z,https://i1.sndcdn.com/avatars-h7Awzw0fvZJQeDcX-V6x46Q-large.jpg,Ibadan // BBE // Apotek,232,Ibadan // BBE // Apotek,76133914,user,2022-01-10T09:57:49Z,,jannetavi,https://soundcloud.com/jannetavi,https://api.soundcloud.com/users/76133914,soundcloud:users:76133914,Janne Tavi,False,Berlin,DE,False,True,False,soundcloud:system-playlists:artist-stations:76133914,artist-stations:76133914
30,2016-08-15T04:54:00Z,like,757,https://i1.sndcdn.com/artworks-000176545930-jx16xr-large.jpg,2016-03-08T02:23:14Z,22479513,203575900,playlist,2018-04-25T09:40:30Z,14,False,vinyl-market,https://soundcloud.com/ibadan/sets/vinyl-market,True,1,,public,Vinyl Market Playlist 2018 (Ibadan Records & Sub-labels),53,https://api.soundcloud.com/playlists/203575900,757,,False,2016-08-13T15:43:14Z,,2016-08-13T15:43:14Z,https://i1.sndcdn.com/avatars-uHDTIITy5kbBpzru-p8HtkQ-large.jpg,,22213,,757,user,2022-02-10T17:19:45Z,,ibadan,https://soundcloud.com/ibadan,https://api.soundcloud.com/users/757,soundcloud:users:757,Ibadan Records,True,New York City,DE,False,True,True,soundcloud:system-playlists:artist-stations:757,artist-stations:757
31,2016-03-14T04:35:20Z,like,757,https://i1.sndcdn.com/artworks-000099497409-fi4l26-large.jpg,2014-12-07T17:44:29Z,6853018,62870775,playlist,2019-08-15T15:09:00Z,33,False,apotek-records,https://soundcloud.com/ibadan/sets/apotek-records,True,5,,public,☤ Apotek Records Previews,21,https://api.soundcloud.com/playlists/62870775,757,,False,,,2014-12-07T17:44:29Z,https://i1.sndcdn.com/avatars-uHDTIITy5kbBpzru-p8HtkQ-large.jpg,,22213,,757,user,2022-02-10T17:19:45Z,,ibadan,https://soundcloud.com/ibadan,https://api.soundcloud.com/users/757,soundcloud:users:757,Ibadan Records,True,New York City,DE,False,True,True,soundcloud:system-playlists:artist-stations:757,artist-stations:757
